cdscode,freq1819
1611680132746,11
1611686090492,37
1611920111815,24
1611920133009,22
1611920133629,62
1611920135319,30
1611920138339,56
1611926000889,9
1611926000913,9
1611926000947,11
1611926000962,10
1611926000988,11
1611926000996,20
1611926001044,9
1611926001051,7
1611926001093,5
1611926001101,15
1611926001135,26
1611926001176,10
1611926056931,22
1611926056949,10
1611926056972,18
1611926062160,9
1611926066476,13
1611926090583,35
1611926104566,9
1612340130054,11
1612340135426,8
1612346001481,22
1612346001507,21
1612346001523,24
1612346001531,28
1612910000080,35
1612910134528,9
1612910137588,125
1612916002372,25
1612916002398,43
1612916002414,21
1612916002422,37
1612916002430,25
1612916002448,23
1612916002455,25
1612916002463,52
1612916057111,81
1612916066518,77
1613090000013,8
1613090111799,16
1613090130849,72
1613090137745,11
1613090137810,48
1613096002505,34
1613096002513,29
1613096002521,17
1613096002539,37
1613096002547,22
1613096002554,25
1613096002562,32
1613096002604,22
1613096002612,29
1613096002620,23
1613096002653,34
1613096002703,44
2613336002794,10
3739810330753,9
3739810334755,39
3739816002810,7
3739816002828,24
3739816002844,17
3739816002851,18
3739816002869,17
3739816002877,22
3739816107387,24
3739816107395,19
4755070433953,33
4755076003164,23
4755076003172,31
5100580530048,14
5615560532507,42
5615640530022,6
5615640531509,22
5615646105431,28
5615726003388,25
5615726003461,40
5615806003396,6
5615806088975,25
5615806111884,16
6616140635250,8
6616146003511,25
6616146003537,5
6616146103576,10
7100740120444,33
7100740730614,11
7100746077168,7
7616970737023,20
7616976003685,24
7616976003701,32
7617210107797,74
7617210730457,77
7617210730572,10
7617210733980,94
7617210733998,12
7617390730440,10
7617390730549,38
7617396003826,26
7617396003834,33
7617396003842,27
7617396003875,33
7617396057186,58
7617880116863,25
7617880735407,87
7617886004535,22
7617886084966,29
7617886098578,31
7618040102566,24
7618040108324,19
7618040109173,35
7618040113118,37
7618040113589,80
7618040116541,23
7618040119032,36
7618040132902,24
7618040730051,102
7618040730218,10
7618040734368,46
7618040736504,113
7618040736819,11
7618046005060,17
7618046005078,37
7618046005086,20
7618046005094,20
7618046005102,19
7618046005110,15
7618046005128,29
7618046005136,20
7618046005144,32
7618046005151,24
7618046066591,27
7618046071039,25
7618046089130,23
7618046096036,50
7618046097158,24
7618046097166,37
7618046100952,19
7618046108161,30
7618046110449,22
7618046113336,28
7618046114326,41
7618046117451,33
7618046117485,35
9618466005482,38
9618796005508,20
9618796109698,8
9619030937805,16
9619036005565,23
9619780101519,20
9619780108258,22
9619786005706,33
9619786005714,5
9619786098693,16
9619786103527,13
9619786109441,19
10101081030337,9
10621251030113,6
10621251031376,55
10621256005961,29
10621256005979,28
10621256057269,32
10621256110209,12
10738091030121,26
10738096005995,31
10738096006019,27
10739650106476,39
10739650113993,69
10739650123943,28
10739650130690,8
10739651030386,8
10739651030626,118
10739651035112,8
10739656005789,8
10739656006654,15
10739656006662,15
10739656006910,32
10739656006936,25
10739656006944,11
10739656006951,6
10739656007389,10
10739656112023,11
10739656112775,20
10739656115521,25
10739656120521,12
10739656120539,11
10751270129163,32
10751271030493,19
10751276006969,19
10751276006977,29
10751276006985,21
11765621133701,17
11765626007447,21
12627036007694,21
12628100108688,6
12628101233402,47
12628286007884,28
12628286116289,8
12630320124289,5
12630326008163,22
12630326008171,21
12753741232909,6
12753746007843,31
12768026007868,13
13630736008262,39
13630736008270,28
13630736008288,42
13630736008296,53
13630736008304,50
13630990112318,36
13630990113985,68
13630991332154,23
13630991332204,106
13630996008346,35
13630996008361,45
13630996008379,36
13630996008387,50
13630996099485,22
13630996106975,35
13630996111587,66
13631230118455,11
14632481431352,9
14632486008692,17
14632971436203,5
14632976008791,10
14633056008809,14
15101571530310,82
15633130113027,81
15633136008817,14
15633136008833,82
15633136110464,46
15634386009435,7
15634610107987,55
15634796104004,27
15634796112783,22
15635526009666,23
15635526115042,27
15635606009690,13
15635780107771,21
15635786009989,18
15635786010003,24
15635786090591,30
15636936103493,60
15637506010029,35
15637506117717,36
15637761534957,19
15637766010052,13
15637846010060,34
15638006010136,33
15638260000054,10
15638266010201,29
15638266057426,31
15638266105415,6
15638266108898,35
15638346010227,9
15638420113167,36
15638426010243,54
15638426010250,43
15638426010268,64
15638426110340,73
15638591530351,12
15638591536440,63
15735446010011,22
15737421530054,8
15737421531367,43
15737426009294,6
15737426009310,15
15737426009328,6
15737426009617,29
15737426009625,5
15737426009633,15
15737426110712,23
15751681530401,10
15751686009468,13
16639336010466,44
16739321630953,33
16739326010565,30
16739326010573,14
16739326109888,24
16739326118566,17
17640146112759,13
17640556010672,16
17640556105456,9
17640556110761,13
17769761737006,16
17769766010680,19
17769766108773,13
18640891831601,15
18640896010698,7
18641136010748,10
18641391833805,45
18641706010797,18
18641886010805,9
18641966010813,23
18641966010821,42
18641966109748,6
18642041838507,7
18642046010847,7
18750361833409,8
18750366010714,7
19101990121772,43
19101990127498,40
19101996116883,40
19642871938166,65
19642876011381,8
19642876011399,8
19642876011423,9
19642876011472,15
19642876011506,27
19642876011514,7
19643030128306,12
19643031930775,83
19643031935618,65
19643031938190,12
19643036011605,16
19643036011613,31
19643036011621,16
19643036011639,18
19643036011647,19
19643036011654,24
19643036011696,20
19643036011704,22
19643036011712,22
19643036057517,33
19643291931088,88
19643291937598,22
19643291937739,51
19643291995893,5
19643296011787,31
19643296011795,29
19643296011803,29
19643296011811,34
19643296011829,37
19643296011837,39
19643296011845,27
19643296011860,61
19643296071385,68
19643296110035,29
19643521930239,11
19643521933951,78
19643521934926,84
19643521935048,86
19644516012868,45
19644516012876,18
19644516012900,7
19644516057616,29
19644516057624,23
19644516114235,16
19645016013130,27
19645016013155,39
19645016013163,23
