cdscode,freq1516
1611270130294,17
1611270130450,997
1611276090161,836
1611430122689,192
1611430122697,310
1611430131177,1156
1611430134924,23
1611436056857,291
1611436056865,186
1611436090294,142
1611500132225,1217
1611500135533,96
1611506090385,218
1611506097653,398
1611920133009,52
1611920133629,730
1611920135319,892
1611920138339,313
1611926056931,283
1611926056949,245
1611926056956,268
1611926056972,463
1611926066476,441
1611926113815,29
1612000130393,27
1612000132670,60
1612000133397,505
1612000134536,712
1612006001234,115
1612006001242,189
1612006001291,40
1612006001341,264
1612006085773,179
1612420110460,45
1612420126763,24
1612420134668,1297
1612426068266,436
1612426097679,362
1612590100701,140
1612590106542,24
1612590110189,207
1612590112763,270
1612590112771,318
1612590112789,250
1612590112797,446
1612590112805,300
1612590115626,172
1612590115667,163
1612590118653,40
1612590119859,21
1612590125161,42
1612590125716,460
1612590130146,103
1612590130179,14
1612590130575,377
1612590132688,185
1612590135905,1148
1612590136051,1379
1612590137943,990
1612596056998,406
1612596057004,347
1612596057020,166
1612596057061,676
1612596057079,705
1612596057087,442
1612596057095,329
1612596066450,433
1612596114011,135
1612596118657,253
1613090111799,41
1613090130849,419
1613090137810,313
1613096002513,274
1613096002562,241
1613096002703,271
1750930125930,462
1750930132704,566
1750930138453,1
1750936066484,253
1751010130096,872
1751010130252,71
1751010130583,1143
1751016066500,343
1751016108971,350
1751016117592,383
2613336002794,11
4100410128264,38
4100410129817,14
4100410430090,46
4614080430827,140
4614086002943,101
4614240111039,9
4614240120394,86
4614240123976,11
4614240431502,129
4614240431676,807
4614240437558,794
4614246057129,297
4614246057137,281
4614246116610,277
4614320433201,113
4614326105761,77
4614576003131,17
4614996003198,45
4615070110072,73
4615076003230,120
4615150430140,14
4615150434803,419
4615150435602,301
4615150437566,82
4615310432856,67
4615310437350,465
4615316003321,348
4615316105522,44
4615496003354,128
5100580530048,23
5615560532507,257
5615640531509,415
5615646105431,184
5615726003461,83
5615806111884,65
6615980630012,12
6615980631259,176
6615986057152,103
6616060133223,43
6616060634758,113
6616140635250,217
6616146103576,107
6616220637504,216
7100740114470,356
7616300107524,7
7616300730283,607
7616300731125,597
7616300733725,689
7616300734244,537
7616480100479,363
7616480117218,180
7616480730465,457
7616480730861,462
7616486061154,289
7616550110528,317
7616556003651,245
7616556112718,279
7616970737023,233
7616970737619,27
7616976003685,122
7617136003768,395
7617210107797,1131
7617210730457,969
7617210733980,994
7617210733998,80
7617540730044,367
7617540730317,63
7617540730333,25
7617540730358,44
7617540730416,20
7617540730424,98
7617540730655,7
7617540731646,490
7617540731836,271
7617540734566,325
7617540734764,282
7617540737809,233
7617546004030,105
7617546004063,107
7617546004196,52
7617546004220,64
7617546004261,105
7617546004352,108
7617546105357,112
7617546111504,94
7617546114904,129
7617706004477,299
7617960730291,272
7617960730325,108
7617960730598,807
7617960732164,849
7617960732941,1016
7617960733253,186
7617960733659,577
7617960735316,937
7617960735902,1051
7617966004857,67
7617966004980,45
7617966057228,454
7617966057236,271
7617966057244,252
7617966061170,458
7617966119515,177
7617966120885,236
7618040108324,412
7618040113118,1273
7618040116541,399
7618040730051,1316
7618040730218,52
7618040734368,791
7618040736504,848
7618040736819,35
7618046005078,374
7618046005110,190
7618046005144,196
7618046097166,377
7618046113336,349
7618046117451,318
7618126005235,409
8100820830059,31
8618200833004,374
8618200836205,47
8618206005383,128
8618206005425,1
8618206005441,46
8618206005458,19
9100900930123,64
9618386096614,171
9618386112361,265
9618466005482,63
9618796109698,51
9618876005516,107
9619296005615,231
9619526005649,211
9619606107437,147
9619780101519,190
9619786103527,247
9737830930073,442
10621096005839,14
10621661030642,141
10622406108328,49
10624141030824,47
10624141036086,55
10624141036094,1219
10624146007124,57
10624146007207,670
10624146117865,39
10624146117873,57
10738091030121,318
10738096006019,146
10751271030493,195
10751276006977,182
11101160124909,12
11101161130103,17
11625546007439,37
11625966007454,34
11626386007504,30
11626461136209,96
11626531132109,31
11626611130038,16
11626611132851,179
11626616007611,90
11754811130012,28
11754811135656,287
11754816007496,129
11765621130053,10
11765621133701,142
11765626007447,45
12101240106153,53
12101240106161,45
12101240106179,15
12101240106195,9
12101240106203,10
12626870107110,85
12626871230044,42
12626871230705,706
12626871235209,531
12627036007694,16
12628100108688,135
12628101233352,34
12628101233402,701
12628286116289,43
12628936007959,42
12629010118190,2
12629011230028,13
12629011234004,94
12629506008064,91
12629766008098,45
12630086008122,22
12630246008155,20
12630320124289,71
12630400129114,48
12630401230069,3
12630401237007,72
12630406008197,5
12753741232909,129
12753746007843,81
12753821230085,14
12753821230135,57
12755150127407,107
12755151232057,45
12755151232206,495
12755156057376,231
12768026007868,58
12768026008148,47
15101571530310,115
15633136008817,44
15633210129189,102
15633216008841,8
15633216008916,58
15633216008957,340
15633216009005,78
15633216009021,17
15633216009153,120
15633216009179,196
15633216111264,342
