
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)"
="",="va_4yrmath",="va_4yrmath",="va_4yrmath",="va_4yrmath",="va_4yrmath",="va_4yrmath",="va_4yrmath",="va_4yrmath",="va_4yrmath",="va_4yrmath",="va_4yrmath",="va_4yrmath",="va_4yrmath",="va_4yrmath",="va_4yrmath"

="qoi10mean_pooled",="-0.0178*",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="(-2.16)",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="qoi20mean_pooled",="",="-0.0200*",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="(-2.49)",="",="",="",="",="",="",="",="",="",="",="",="",=""

="qoi24mean_pooled",="",="",="-0.00209",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="(-0.20)",="",="",="",="",="",="",="",="",="",="",="",=""

="qoi41mean_pooled",="",="",="",="0.0158",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="(1.93)",="",="",="",="",="",="",="",="",="",="",=""

="qoi44mean_pooled",="",="",="",="",="-0.00455",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="(-0.48)",="",="",="",="",="",="",="",="",="",=""

="qoi64mean_pooled",="",="",="",="",="",="-0.0327***",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="(-3.41)",="",="",="",="",="",="",="",="",=""

="qoi87mean_pooled",="",="",="",="",="",="",="0.00773",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="(0.78)",="",="",="",="",="",="",="",=""

="qoi128mean_pooled",="",="",="",="",="",="",="",="-0.0104",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="(-1.59)",="",="",="",="",="",="",=""

="qoi98mean_pooled",="",="",="",="",="",="",="",="",="0.00251",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="(0.50)",="",="",="",="",="",=""

="qoi103mean_pooled",="",="",="",="",="",="",="",="",="",="-0.0159",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="(-0.94)",="",="",="",="",=""

="qoi104mean_pooled",="",="",="",="",="",="",="",="",="",="",="-0.0401*",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="(-2.47)",="",="",="",=""

="qoi105mean_pooled",="",="",="",="",="",="",="",="",="",="",="",="0.00105",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="(0.06)",="",="",=""

="qoi109mean_pooled",="",="",="",="",="",="",="",="",="",="",="",="",="-0.00742",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(-0.42)",="",=""

="qoi111mean_pooled",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.0234",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(-1.13)",=""

="qoi112mean_pooled",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.0134"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(-0.67)"

="_cons",="0.0222",="0.0217",="-0.00955",="-0.0432**",="-0.00355",="0.0621**",="-0.0300",="0.00900",="-0.0181",="0.0153",="0.0550*",="-0.0138",="-0.000653",="0.0220",="0.00897"
="",="(1.38)",="(1.57)",="(-0.52)",="(-2.64)",="(-0.20)",="(2.79)",="(-1.47)",="(0.67)",="(-1.46)",="(0.52)",="(2.01)",="(-0.49)",="(-0.02)",="(0.73)",="(0.29)"

="N",="562",="562",="419",="562",="562",="419",="519",="558",="562",="562",="562",="562",="562",="562",="562"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
