
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)"
="",="va_2yr",="va_2yr",="va_2yr",="va_2yr",="va_2yr",="va_2yr",="va_2yr",="va_2yr",="va_2yr",="va_2yr",="va_2yr",="va_2yr",="va_2yr",="va_2yr",="va_2yr",="va_2yr",="va_2yr",="va_2yr",="va_2yr"

="qoi22mean_pooled",="0.0358*",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="(2.38)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="qoi23mean_pooled",="",="0.00548",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="(0.46)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="qoi24mean_pooled",="",="",="0.00643",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="(0.45)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="qoi25mean_pooled",="",="",="",="-0.0114",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="(-0.84)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="qoi26mean_pooled",="",="",="",="",="0.00869",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="(0.91)",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="qoi27mean_pooled",="",="",="",="",="",="0.00205",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="(0.33)",="",="",="",="",="",="",="",="",="",="",="",="",=""

="qoi28mean_pooled",="",="",="",="",="",="",="-0.0405**",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="(-3.12)",="",="",="",="",="",="",="",="",="",="",="",=""

="qoi29mean_pooled",="",="",="",="",="",="",="",="-0.0407**",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="(-2.76)",="",="",="",="",="",="",="",="",="",="",=""

="qoi30mean_pooled",="",="",="",="",="",="",="",="",="-0.0245",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="(-1.74)",="",="",="",="",="",="",="",="",="",=""

="qoi31mean_pooled",="",="",="",="",="",="",="",="",="",="0.00439",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="(0.21)",="",="",="",="",="",="",="",="",=""

="qoi32mean_pooled",="",="",="",="",="",="",="",="",="",="",="-0.0622**",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="(-3.25)",="",="",="",="",="",="",="",=""

="qoi33mean_pooled",="",="",="",="",="",="",="",="",="",="",="",="-0.0197",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="(-0.81)",="",="",="",="",="",="",=""

="qoi34mean_pooled",="",="",="",="",="",="",="",="",="",="",="",="",="-0.0169",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(-0.71)",="",="",="",="",="",=""

="qoi35mean_pooled",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.0370*",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(-1.98)",="",="",="",="",=""

="qoi36mean_pooled",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.0359",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(-1.73)",="",="",="",=""

="qoi37mean_pooled",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.0370",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(-1.82)",="",="",=""

="qoi38mean_pooled",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.0200",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(-0.96)",="",=""

="qoi39mean_pooled",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.0190",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(-1.14)",=""

="qoi40mean_pooled",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.0817***"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(-3.65)"

="_cons",="-0.119*",="-0.0114",="-0.0139",="0.0472",="-0.0233",="0.00177",="0.141***",="0.146**",="0.0891",="-0.00978",="0.230***",="0.0837",="0.0756",="0.107*",="0.109",="0.105*",="0.0691",="0.0616",="0.247***"
="",="(-2.23)",="(-0.27)",="(-0.29)",="(1.01)",="(-0.68)",="(0.09)",="(3.31)",="(2.92)",="(1.91)",="(-0.12)",="(3.36)",="(0.90)",="(0.79)",="(2.14)",="(1.86)",="(1.96)",="(1.08)",="(1.30)",="(3.77)"

="N",="812",="812",="812",="812",="812",="793",="793",="793",="793",="812",="812",="812",="812",="812",="812",="812",="812",="812",="812"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
