="Regression of Outcome on both ELA and Math VA interacted with prior ela score deciles on Sibling Census Restricted Sample"

="",="Overall Enrollment",="",="",="",="2 Year Enrollment",="",="",="",="4 Year Enrollment",="",="",=""
="",="Original w/ Census Leave Out",="Original w/ Sibling Leave Out",="Census w/ Sibling Leave Out",="Sibling w/ Census Leave Out",="Original w/ Census Leave Out",="Original w/ Sibling Leave Out",="Census w/ Sibling Leave Out",="Sibling w/ Census Leave Out",="Original w/ Census Leave Out",="Original w/ Sibling Leave Out",="Census w/ Sibling Leave Out",="Sibling w/ Census Leave Out"

="1.prior_ela_z_score_xtile#c.va_ela_og",="0.003",="",="",="",="0.001",="",="",="",="0.003",="",="",=""
="",="(0.005)",="",="",="",="(0.005)",="",="",="",="(0.002)",="",="",=""

="2.prior_ela_z_score_xtile#c.va_ela_og",="0.007",="",="",="",="-0.005",="",="",="",="0.012**",="",="",=""
="",="(0.005)",="",="",="",="(0.006)",="",="",="",="(0.004)",="",="",=""

="3.prior_ela_z_score_xtile#c.va_ela_og",="-0.003",="",="",="",="-0.006",="",="",="",="0.004",="",="",=""
="",="(0.005)",="",="",="",="(0.006)",="",="",="",="(0.004)",="",="",=""

="4.prior_ela_z_score_xtile#c.va_ela_og",="0.008",="",="",="",="0.004",="",="",="",="0.004",="",="",=""
="",="(0.005)",="",="",="",="(0.006)",="",="",="",="(0.004)",="",="",=""

="5.prior_ela_z_score_xtile#c.va_ela_og",="0.000",="",="",="",="0.000",="",="",="",="0.000",="",="",=""
="",="(0.005)",="",="",="",="(0.006)",="",="",="",="(0.005)",="",="",=""

="6.prior_ela_z_score_xtile#c.va_ela_og",="0.007",="",="",="",="0.010",="",="",="",="-0.004",="",="",=""
="",="(0.004)",="",="",="",="(0.006)",="",="",="",="(0.005)",="",="",=""

="7.prior_ela_z_score_xtile#c.va_ela_og",="0.001",="",="",="",="0.009",="",="",="",="-0.008",="",="",=""
="",="(0.004)",="",="",="",="(0.006)",="",="",="",="(0.006)",="",="",=""

="8.prior_ela_z_score_xtile#c.va_ela_og",="0.001",="",="",="",="0.017**",="",="",="",="-0.016**",="",="",=""
="",="(0.003)",="",="",="",="(0.005)",="",="",="",="(0.006)",="",="",=""

="9.prior_ela_z_score_xtile#c.va_ela_og",="-0.000",="",="",="",="0.027***",="",="",="",="-0.027***",="",="",=""
="",="(0.003)",="",="",="",="(0.005)",="",="",="",="(0.006)",="",="",=""

="1.prior_ela_z_score_xtile#c.va_math_og",="0.031***",="",="",="",="0.013*",="",="",="",="0.018***",="",="",=""
="",="(0.006)",="",="",="",="(0.007)",="",="",="",="(0.003)",="",="",=""

="2.prior_ela_z_score_xtile#c.va_math_og",="0.023***",="",="",="",="0.003",="",="",="",="0.020***",="",="",=""
="",="(0.006)",="",="",="",="(0.007)",="",="",="",="(0.004)",="",="",=""

="3.prior_ela_z_score_xtile#c.va_math_og",="0.041***",="",="",="",="0.011",="",="",="",="0.030***",="",="",=""
="",="(0.006)",="",="",="",="(0.006)",="",="",="",="(0.004)",="",="",=""

="4.prior_ela_z_score_xtile#c.va_math_og",="0.027***",="",="",="",="-0.005",="",="",="",="0.032***",="",="",=""
="",="(0.005)",="",="",="",="(0.006)",="",="",="",="(0.005)",="",="",=""

="5.prior_ela_z_score_xtile#c.va_math_og",="0.025***",="",="",="",="-0.013*",="",="",="",="0.039***",="",="",=""
="",="(0.004)",="",="",="",="(0.006)",="",="",="",="(0.005)",="",="",=""

="6.prior_ela_z_score_xtile#c.va_math_og",="0.023***",="",="",="",="-0.024***",="",="",="",="0.047***",="",="",=""
="",="(0.004)",="",="",="",="(0.006)",="",="",="",="(0.006)",="",="",=""

="7.prior_ela_z_score_xtile#c.va_math_og",="0.018***",="",="",="",="-0.027***",="",="",="",="0.046***",="",="",=""
="",="(0.004)",="",="",="",="(0.006)",="",="",="",="(0.006)",="",="",=""

="8.prior_ela_z_score_xtile#c.va_math_og",="0.019***",="",="",="",="-0.039***",="",="",="",="0.058***",="",="",=""
="",="(0.003)",="",="",="",="(0.005)",="",="",="",="(0.006)",="",="",=""

="9.prior_ela_z_score_xtile#c.va_math_og",="0.010***",="",="",="",="-0.045***",="",="",="",="0.055***",="",="",=""
="",="(0.003)",="",="",="",="(0.006)",="",="",="",="(0.006)",="",="",=""

="1.prior_ela_z_score_xtile#c.va_ela_acs",="",="0.008",="",="",="",="0.005",="",="",="",="0.003",="",=""
="",="",="(0.005)",="",="",="",="(0.005)",="",="",="",="(0.002)",="",=""

="2.prior_ela_z_score_xtile#c.va_ela_acs",="",="0.012*",="",="",="",="-0.000",="",="",="",="0.012***",="",=""
="",="",="(0.005)",="",="",="",="(0.006)",="",="",="",="(0.004)",="",=""

="3.prior_ela_z_score_xtile#c.va_ela_acs",="",="0.001",="",="",="",="-0.003",="",="",="",="0.005",="",=""
="",="",="(0.005)",="",="",="",="(0.006)",="",="",="",="(0.004)",="",=""

="4.prior_ela_z_score_xtile#c.va_ela_acs",="",="0.012**",="",="",="",="0.007",="",="",="",="0.005",="",=""
="",="",="(0.005)",="",="",="",="(0.006)",="",="",="",="(0.004)",="",=""

