cdscode,freq1819
1611190106401,113
1611190111765,115
1611190126656,242
1611190130229,350
1611190132142,56
1611190134304,2
1611196090013,162
1611196090021,157
1611196090039,31
1611196090047,178
1611196090054,342
1611196090112,102
1611196090120,122
1611196100374,219
1611196110779,288
1611270130450,116
1611276090146,100
1611276090161,136
1611276095376,116
1611276116222,87
1611680132746,51
1611686090492,140
1611920111815,135
1611920133009,10
1611920133629,62
1611920135319,31
1611920138339,38
1611926000889,27
1611926000905,44
1611926000913,8
1611926000921,83
1611926000947,23
1611926000962,108
1611926000988,119
1611926000996,29
1611926001044,62
1611926001051,71
1611926001093,34
1611926001101,80
1611926001127,30
1611926001135,225
1611926001176,122
1611926001192,57
1611926056931,38
1611926056949,68
1611926056956,25
1611926056972,86
1611926062160,85
1611926066476,52
1611926090583,117
1611926104566,69
1611926113815,32
1612346001440,16
1612346001473,15
1612346001481,16
1612346001507,45
1612346001523,20
1612346001531,25
1612346102917,64
1612910134528,4
1612910137588,151
1612916002372,98
1612916002398,89
1612916002414,82
1612916002422,69
1612916002430,136
1612916002448,85
1612916002455,98
1612916002463,58
1612916057111,105
1612916066518,84
1613090000013,9
1613090111799,4
1613090130849,46
1613090137745,26
1613090137810,46
1613096002505,149
1613096002513,57
1613096002521,18
1613096002539,97
1613096002547,60
1613096002554,57
1613096002562,37
1613096002604,44
1613096002612,115
1613096002620,85
1613096002653,24
1613096002703,53
2613336002794,8
3739810330753,9
3739810334755,11
3739816002810,29
3739816002828,15
3739816002844,63
3739816002851,10
3739816002869,10
3739816002877,15
3739816107387,48
4755070433953,4
4755076003164,7
4755076003172,30
5100580530048,11
5615560532507,65
5615640530022,4
5615646105431,18
5615726003388,62
5615726003461,63
5615806003396,22
5615806088975,61
5615806111884,21
6616140635250,20
6616146003511,35
6616146003537,8
6616146103576,18
7616970737023,35
7616976003685,20
7616976003701,29
7617390730440,1
7617390730473,4
7617390730549,74
7617396003826,3
7617396003834,108
7617396003842,54
7617396003875,203
7617396057186,144
7617540000015,11
7617540106088,47
7617540135822,55
7617540138115,5
7617540730044,110
7617540730317,1
7617540730424,6
7617540730655,1
7617540731646,70
7617540731836,230
7617540734566,50
7617540734764,9
7617540737809,76
7617546003958,45
7617546003966,144
7617546003974,4
7617546003982,125
7617546004030,40
7617546004048,46
7617546004055,29
7617546004063,155
7617546004097,169
7617546004105,45
7617546004154,26
7617546004162,17
7617546004170,13
7617546004188,69
7617546004196,22
7617546004220,28
7617546004246,110
7617546004253,95
7617546004261,60
7617546004295,39
7617546004303,84
7617546004311,73
7617546004329,20
7617546004337,66
7617546004345,29
7617546004352,47
7617546004360,25
7617546004378,16
7617546004394,41
7617546004402,43
7617546004410,63
7617546096226,51
7617546105357,77
7617546111504,150
7617546112395,30
7617546114904,32
7617880116863,52
7617880125435,47
7617880730184,15
7617880735407,129
7617886004527,47
7617886004535,44
7617886004543,100
7617886004568,35
7617886004576,53
7617886061162,80
7617886084966,50
7617886098578,57
7617886109383,36
7618040102566,26
7618040108324,91
7618040109173,116
7618040113118,67
7618040113589,96
7618040116541,120
7618040119032,170
7618040132902,33
7618040730051,430
7618040730218,27
7618040734368,382
7618040736504,252
7618040736819,7
7618046005060,16
7618046005078,440
7618046005086,64
7618046005094,45
7618046005102,76
7618046005110,87
7618046005128,118
7618046005136,96
7618046005144,79
7618046005151,165
7618046066591,30
7618046071039,31
7618046089130,67
7618046096036,79
7618046097158,78
7618046097166,172
7618046100952,51
7618046108161,145
7618046110449,43
7618046113336,201
7618046114326,54
7618046117451,168
7618046117485,123
9618460123125,26
9618466005482,75
9618796005508,116
9618796109698,45
9619030937805,45
9619036005565,67
10621251030113,1
10621251031376,20
10621256005961,6
10621256005979,26
10621256057269,19
10621256110209,5
10621256110217,12
10621256110225,3
10621256113849,5
10624301036672,7
10624306007231,120
10624306007256,20
10624306007272,122
10624306007280,4
10624306007298,70
10624306007314,211
10624306007322,1
10624306007348,1
10624306111124,1
10738091030121,222
10738096005995,389
10738096006019,221
10739650106476,12
10739650113993,26
10739650123943,39
10739650130690,11
10739651030386,6
10739651030626,115
10739656005789,17
10739656006654,13
10739656006662,1
10739656006910,2
10739656006936,8
10739656006944,13
10739656006951,5
10739656007389,16
10739656112023,35
10739656112775,7
10739656115521,21
10739656120521,25
10739656120539,53
11765621133701,28
11765626007447,94
12627036007694,27
12628100108688,26
12628101233352,2
12628101233402,27
12628286007884,155
12628286116289,43
12630320124289,8
12630326008163,50
12630326008171,66
12753741232909,13
12753746007843,45
13630736008262,295
13630736008270,155
13630736008288,441
13630736008296,321
13630736008304,364
13630990112318,34
13630990113985,441
13630991332154,14
13630991332204,66
13630996008346,195
13630996008361,218
13630996008379,306
13630996008387,218
13630996099485,135
13630996106975,277
13630996111587,20
13631230118455,52
14632481431352,7
14632486008692,36
14632971436203,1
14632976008791,2
14633056008809,29
15633130113027,280
15633136008817,97
15633136008833,228
15633136110464,213
15635780107771,39
15635786009989,5
15635786010003,1
15635786090591,8
15637846010060,89
15638260000054,2
15638266010201,31
15638266057426,27
15638266105415,19
17640551736008,1
17640556010672,9
17640556105456,23
17640556107049,11
17640556110761,10
17769761737006,6
17769766010680,29
17769766108773,12
18640891831601,6
18640896010698,2
18641056010730,16
18641136010748,24
18641391833805,59
18641706010797,62
18641886010805,11
18641966010813,41
18641966010821,18
18641966109748,11
18642041838507,2
18642046010847,1
19101990121772,111
19101990127498,233
19101996116883,113
19642121930056,105
19642121930361,146
19642121931641,2
19642121931880,127
19642121933159,240
19642126010862,70
19642126010904,47
19642126010912,49
19642126010920,67
19642126010938,171
19642126010946,58
19642126010953,58
19642126010961,44
19642126010979,40
19642126010987,33
19642126010995,69
19642126057442,29
19642126057459,29
19642126061220,55
19642126061238,56
19642126066708,68
19642126066716,178
19642126068274,165
19642126071351,25
19642126071369,115
19642126085609,479
19642126085617,184
19642126093447,95
19642126093454,103
19642871938166,25
19642876011381,1
19642876011399,4
19642876011423,2
19642876011449,2
19642876011464,1
19642876011480,2
19642876011506,2
19642876011514,1
19642876096135,4
19642876110043,1
19643030128306,6
19643031930775,40
19643031935618,2
19643031995679,7
19643036011605,13
19643036011613,9
19643036011621,39
19643036011639,4
19643036011647,2
19643036011654,19
19643036011696,13
19643036011704,5
19643036011712,1
19643036057517,166
19643291931088,120
19643291937598,6
19643291937739,132
19643296011787,93
19643296011795,178
19643296011803,101
19643296011811,171
19643296011829,65
19643296011837,93
19643296011845,130
19643296011860,143
19643296071385,203
19643296110035,117
19643521930239,4
19643521933951,47
19643521934926,99
19643521935048,73
19645010000005,9
19645016013130,167
19645016013148,256
19645016013155,364
19645016013163,263
19645016013171,603
19645016013189,342
19645016013197,340
19645016013205,225
19645016013221,204
19645016013247,542
19645016013254,371
19645016013262,281
19645016013288,302
19645016013296,295
19645191930320,183
19645191932664,91
19645191932680,65
19645191937481,255
19645191938919,58
19645191995661,168
19645351930353,1
19645351932763,306
19645356013429,165
19645356013452,160
19645356116248,36
19646830101154,75
19646830116129,134
19646830118240,56
19646831930080,97
19646831931781,404
19646836014781,16
19646836014799,53
19646836014807,123
19646836014815,24
19646836014823,102
19646836066765,184
19646836085658,66
19646836093025,82
19646836099030,134
19646836110563,129
19646911996438,244
19647330106427,123
19647330107755,46
19647330108886,163
19647330117614,82
19647330117895,233
19647330120527,155
19647330121079,88
19647330124560,27
19647330131847,85
19647330133702,132
19647330135509,122
19647330135632,3
19647330135921,12
19647336114912,115
19648570102269,5
19648570105981,47
19648570116558,5
19648570124156,117
19648570125377,108
19648570126268,84
19648570129973,6
19648570135301,44
19648576021141,13
19648576021158,23
19648576021190,54
19648576021208,14
19648576105613,41
19648576106793,44
19648576106900,22
19648576107635,39
19648576108609,39
19648576108625,4
19648576108633,39
19648576111538,13
19648576111546,16
19648576113906,43
19648576115273,24
19648576115281,78
19648576118749,40
19648576119143,61
19648810000003,1
19648810127746,83
19648810136945,84
19648811931062,17
19648811931674,178
19648811932409,38
19648811936103,2
19648811936822,71
19648816021505,18
19648816021547,1
19648816021554,46
19648816021570,70
19648816021588,8
19648816021612,10
19648816021620,25
19648816021638,26
19648816021679,16
19648816021687,9
19648816021711,1
19648816021729,42
19648816021737,11
19648816021752,22
19648816021760,2
19648816021778,10
19648816058465,3
19648816058499,35
19648816120265,67
19649070111054,120
19649071933175,23
19649071936772,10
19649071937028,7
19649071996495,3
19649076021786,184
19649076021794,15
19649076021836,31
19649076021877,50
19649076021885,51
19649076021893,49
19649076021927,22
19649076021968,3
19649076021984,16
19649076058507,13
19649076058523,59
19649076061634,35
19649076061642,6
19649076066781,68
