cdscode,freq1415
..6119598,114
1,24
1,17
1,66
1,1
1,4
1,9
1,85
1,1
1,10
1,2
1,2
1,2
1,22
1,35
1,2
1,21
1,18
1,1
1,24
1,37
1,1
1,1
1,8
2613336002794,12
7617476003909,21
7617476003917,25
7617476003933,16
7617540731646,160
7617960730275,8
7617960730291,46
7617960730325,26
7617960730598,128
7617960732164,93
7617960732941,67
7617960733253,16
7617960733659,84
7617960735316,78
7617960735902,76
7617966004600,118
7617966004659,14
7617966004667,15
7617966004691,106
7617966004733,23
7617966004741,31
7617966004758,51
7617966004766,33
7617966004774,50
7617966004782,81
7617966004808,154
7617966004824,30
7617966004832,164
7617966004840,45
7617966004857,30
7617966004865,28
7617966004873,19
7617966004881,83
7617966004899,37
7617966004907,32
7617966004915,129
7617966004931,65
7617966004956,62
7617966004964,15
7617966004972,24
7617966004980,18
7617966004998,87
7617966005003,19
7617966005011,20
7617966005037,32
7617966005045,48
7617966057210,43
7617966057228,62
7617966057236,28
7617966057244,53
7617966061170,32
7617966097141,21
7617966099717,25
7617966112015,45
7617966114094,56
7617966119515,20
7617966120885,49
9618380129965,18
9618466005482,77
9619030937805,7
9619036005565,33
10624301036607,13
10624301036672,67
10624306007231,85
10624306007256,24
10624306007272,33
10624306007280,45
10624306007298,145
10624306007314,82
10624306007322,37
10624306007348,40
10624306111124,72
12628100108688,14
12628101233402,57
12753821230135,41
13630736008262,29
13630736008270,328
13630736008288,155
13630736008296,113
13630736008304,118
15633476009245,9
15634386009435,82
15635036009567,42
15637926010078,71
15637926010086,22
15637926010094,69
15637926010102,26
15638261536135,3
15638266010201,3
15638266057426,4
15638266105415,7
15638266108898,31
15735446010011,89
15756301530500,18
17640141734359,9
17640146010607,4
17640146107791,9
17640146112759,26
17640486010656,4
17640636010680,20
17640636108773,16
18640891831601,3
18640896010698,2
18641056010730,13
18641136010748,37
18641391833805,360
18641620118067,2
18641626010763,13
18641886010805,22
18641966010813,24
18641966010821,39
18641966109748,58
19642460100081,30
19642460108407,11
19642460111872,113
19642461930213,15
19642461931732,3
19642461936624,57
19642461937051,133
19642461995398,30
19642461995406,52
19642461995844,49
19642461995968,3
19642461996644,6
19643031930775,1
19643031935618,6
19643036011605,8
19643036011613,10
19643036011621,3
19643036011639,5
19643036011696,3
19643036011704,2
19643036011712,1
19643036057517,1
19643036128306,6
19645016013130,10
19645016013148,31
19645016013155,120
19645016013163,24
19645016013171,112
19645016013189,39
19645016013197,87
19645016013205,19
19645016013221,21
19645016013247,91
19645016013254,48
19645016013262,32
19645016013288,69
19645016013296,70
19645191930320,63
19645191932664,38
19645191932680,32
19645191937481,24
19645191995661,33
19646670106070,2
19646670119313,2
19646670124099,2
19646676014682,34
19646676014724,2
19646676108419,9
19646830101154,39
19646830116129,13
19646831930080,29
19646831931781,39
19646836014781,25
19646836014799,16
19646836014807,18
19646836014815,6
19646836066765,44
19646836085658,5
19646836093025,6
19646836099030,46
19646836110563,14
19647330112011,99
19647331932821,43
19647336057855,113
19647336058051,153
19647336058143,41
19647336058176,25
19647336058317,81
19647336061451,14
19647336115794,1
19648576021141,4
19648576021158,4
19648576021190,2
19648576105613,4
19648576105621,2
19648576106900,1
19648576107635,4
19648576111538,18
