
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)"
="",="va_4yrdk",="va_4yrdk",="va_4yrdk",="va_4yrdk",="va_4yrdk",="va_4yrdk",="va_4yrdk",="va_4yrdk",="va_4yrdk",="va_4yrdk",="va_4yrdk",="va_4yrdk",="va_4yrdk",="va_4yrdk",="va_4yrdk"

="qoi10mean_pooled",="-0.0119",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="(-1.44)",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="qoi20mean_pooled",="",="-0.0186*",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="(-2.05)",="",="",="",="",="",="",="",="",="",="",="",="",=""

="qoi24mean_pooled",="",="",="-0.00938",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="(-0.90)",="",="",="",="",="",="",="",="",="",="",="",=""

="qoi41mean_pooled",="",="",="",="0.00853",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="(0.99)",="",="",="",="",="",="",="",="",="",="",=""

="qoi44mean_pooled",="",="",="",="",="-0.0122",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="(-1.27)",="",="",="",="",="",="",="",="",="",=""

="qoi64mean_pooled",="",="",="",="",="",="-0.0379***",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="(-3.89)",="",="",="",="",="",="",="",="",=""

="qoi87mean_pooled",="",="",="",="",="",="",="-0.00500",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="(-0.50)",="",="",="",="",="",="",="",=""

="qoi128mean_pooled",="",="",="",="",="",="",="",="-0.0144*",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="(-2.03)",="",="",="",="",="",="",=""

="qoi98mean_pooled",="",="",="",="",="",="",="",="",="-0.00483",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="(-0.89)",="",="",="",="",="",=""

="qoi103mean_pooled",="",="",="",="",="",="",="",="",="",="-0.00406",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="(-0.23)",="",="",="",="",=""

="qoi104mean_pooled",="",="",="",="",="",="",="",="",="",="",="-0.0229",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="(-1.37)",="",="",="",=""

="qoi105mean_pooled",="",="",="",="",="",="",="",="",="",="",="",="0.0234",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="(1.23)",="",="",=""

="qoi109mean_pooled",="",="",="",="",="",="",="",="",="",="",="",="",="0.0182",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.97)",="",=""

="qoi111mean_pooled",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.0165",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(-0.74)",=""

="qoi112mean_pooled",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.0210"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.98)"

="_cons",="0.0136",="0.0217",="0.00578",="-0.0267",="0.0134",="0.0770***",="-0.00175",="0.0197",="0.00243",="-0.00244",="0.0289",="-0.0483",="-0.0376",="0.0146",="-0.0426"
="",="(0.84)",="(1.41)",="(0.32)",="(-1.52)",="(0.74)",="(3.40)",="(-0.08)",="(1.33)",="(0.18)",="(-0.08)",="(1.03)",="(-1.52)",="(-1.30)",="(0.45)",="(-1.25)"

="N",="506",="506",="369",="506",="506",="369",="466",="502",="506",="506",="506",="506",="506",="506",="506"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
