
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)"
="",="va_4yrmath",="va_4yrmath",="va_4yrmath",="va_4yrmath",="va_4yrmath",="va_4yrmath",="va_4yrmath",="va_4yrmath",="va_4yrmath",="va_4yrmath",="va_4yrmath",="va_4yrmath",="va_4yrmath",="va_4yrmath",="va_4yrmath"

="qoi10mean_pooled",="-0.0113",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="(-1.36)",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="qoi20mean_pooled",="",="-0.0182*",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="(-2.00)",="",="",="",="",="",="",="",="",="",="",="",="",=""

="qoi24mean_pooled",="",="",="-0.00901",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="(-0.86)",="",="",="",="",="",="",="",="",="",="",="",=""

="qoi41mean_pooled",="",="",="",="0.00914",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="(1.06)",="",="",="",="",="",="",="",="",="",="",=""

="qoi44mean_pooled",="",="",="",="",="-0.0118",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="(-1.23)",="",="",="",="",="",="",="",="",="",=""

="qoi64mean_pooled",="",="",="",="",="",="-0.0386***",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="(-3.95)",="",="",="",="",="",="",="",="",=""

="qoi87mean_pooled",="",="",="",="",="",="",="-0.00492",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="(-0.49)",="",="",="",="",="",="",="",=""

="qoi128mean_pooled",="",="",="",="",="",="",="",="-0.0143*",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="(-2.01)",="",="",="",="",="",="",=""

="qoi98mean_pooled",="",="",="",="",="",="",="",="",="-0.00459",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="(-0.85)",="",="",="",="",="",=""

="qoi103mean_pooled",="",="",="",="",="",="",="",="",="",="-0.00356",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="(-0.20)",="",="",="",="",=""

="qoi104mean_pooled",="",="",="",="",="",="",="",="",="",="",="-0.0230",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="(-1.37)",="",="",="",=""

="qoi105mean_pooled",="",="",="",="",="",="",="",="",="",="",="",="0.0244",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="(1.28)",="",="",=""

="qoi109mean_pooled",="",="",="",="",="",="",="",="",="",="",="",="",="0.0180",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.96)",="",=""

="qoi111mean_pooled",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.0166",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(-0.74)",=""

="qoi112mean_pooled",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.0198"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.92)"

="_cons",="0.0125",="0.0210",="0.00521",="-0.0279",="0.0127",="0.0788***",="-0.00188",="0.0196",="0.00187",="-0.00327",="0.0290",="-0.0500",="-0.0372",="0.0148",="-0.0406"
="",="(0.77)",="(1.36)",="(0.28)",="(-1.58)",="(0.70)",="(3.46)",="(-0.09)",="(1.32)",="(0.14)",="(-0.11)",="(1.03)",="(-1.57)",="(-1.28)",="(0.45)",="(-1.19)"

="N",="506",="506",="369",="506",="506",="369",="466",="502",="506",="506",="506",="506",="506",="506",="506"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
